project_id,deployment_id,image_id,sequence_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,age,sex,animal_recognizable,individual_id,number_of_objects,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,fuzzed,deployment_fuzzed
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,a24f9b0c-3f97-47e2-a4b0-5107141007ff,,IMG_0209.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/a24f9b0c-3f97-47e2-a4b0-5107141007ff,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:50:03,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,476a4396-54a8-41de-8b91-c5496b063ead,,IMG_0210.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/476a4396-54a8-41de-8b91-c5496b063ead,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:50:04,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,a3817afd-3806-48b3-be28-08224221a893,,IMG_0213.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/a3817afd-3806-48b3-be28-08224221a893,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:50:08,,,,,5,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,30aee16d-0fb6-4e1d-958b-bd54a039a633,,IMG_0215.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/30aee16d-0fb6-4e1d-958b-bd54a039a633,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:50:10,,,,,3,,,false,,,CC-BY-NC,true,false
2003040,54eae8b5-5b41-41f3-958b-ca41e171ab34,63ce5c3e-4959-4e4c-90cd-99e53abbe9e5,,IMG_0217.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/63ce5c3e-4959-4e4c-90cd-99e53abbe9e5,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-10-01 06:50:14,,,,,2,,,false,,,CC-BY-NC,true,false
2003040,82ceb50f-2455-4d19-a1bf-91f104538495,09ddedda-f341-42f6-8dcd-1cf956ec53d0,,IMG_0301.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/09ddedda-f341-42f6-8dcd-1cf956ec53d0,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-09-30 13:55:09,,,,,3,,,false,,,CC-BY-NC,true,false
2003040,82ceb50f-2455-4d19-a1bf-91f104538495,2c8c1581-3430-4fc9-90de-e9687bcb2f9a,,IMG_0282.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/2c8c1581-3430-4fc9-90de-e9687bcb2f9a,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-09-30 13:40:13,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,82ceb50f-2455-4d19-a1bf-91f104538495,35e891a8-b212-439e-863d-456a313b31f0,,IMG_0307.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/35e891a8-b212-439e-863d-456a313b31f0,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-09-30 13:55:21,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,82ceb50f-2455-4d19-a1bf-91f104538495,c0005b32-9e65-4c42-b6a7-8136e6fcc9b9,,IMG_0308.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/c0005b32-9e65-4c42-b6a7-8136e6fcc9b9,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-09-30 13:55:22,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,82ceb50f-2455-4d19-a1bf-91f104538495,8aca5e99-1d6e-46e4-81cd-f87af8da59cb,,IMG_0310.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/8aca5e99-1d6e-46e4-81cd-f87af8da59cb,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-09-30 13:55:25,,,,,1,,,false,,,CC-BY-NC,true,false
2003040,82ceb50f-2455-4d19-a1bf-91f104538495,dcfe17e1-d702-488c-92a0-870b3a257f6f,,IMG_0305.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/dcfe17e1-d702-488c-92a0-870b3a257f6f,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-09-30 13:55:14,,,,,3,,,false,,,CC-BY-NC,true,false
2003040,82ceb50f-2455-4d19-a1bf-91f104538495,f99aeb7c-13b9-4e63-95d5-b88fae62f1b7,,IMG_0306.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/f99aeb7c-13b9-4e63-95d5-b88fae62f1b7,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-09-30 13:55:15,,,,,2,,,false,,,CC-BY-NC,true,false
2003040,82ceb50f-2455-4d19-a1bf-91f104538495,5b67a72a-7d12-49db-a7ad-5edd24bdd4be,,IMG_0309.JPG,https://app.wildlifeinsights.org/download/2026000/project/2003040/data-files/5b67a72a-7d12-49db-a7ad-5edd24bdd4be,,Dennis Babaasa,982c7064-3baa-40a2-bf88-917cbab80b6b,Mammalia,Primates,Hominidae,Gorilla,beringei,Eastern Gorilla,,2025-09-30 13:55:23,,,,,2,,,false,,,CC-BY-NC,true,false
